element_type,osmid,geometry,amenity,addr:city,addr:postcode,addr:street,building,name,opening_hours,website,nodes,building:levels,layer,name:en,name:ms,addr:housenumber,internet_access,fixme:zh,name:zh,addr:country,addr:housename,description,name:zh-Hans,name:zh-Hant,operator,phone,source,tourism,healthcare,short_name,landuse,man_made,construction,parking,leisure,sport,wikidata,wikimedia_commons,wikipedia,fixme,access,bench,shelter_type,bin,ways,type,alt_name,start_date
way,518158343,"POLYGON ((103.6850585 1.3528617, 103.68514 1.3528253, 103.6852459 1.3530624, 103.6853448 1.3530182, 103.6852494 1.3528046, 103.6852715 1.3527947, 103.6853422 1.3527632, 103.685564 1.3532595, 103.6854915 1.3532919, 103.6854788 1.3532976, 103.6853892 1.3530971, 103.6852012 1.3531811, 103.6850585 1.3528617))",,,,,yes,Block 47,,,"[4226154908, 4226154906, 4226154914, 4226154911, 4226154905, 4226154903, 4226154901, 4226154921, 6875052615, 4226154923, 4226154918, 4226154919, 4226154908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518158345,"POLYGON ((103.6850366 1.352824, 103.6850812 1.352753, 103.6848654 1.3526178, 103.6849239 1.3525246, 103.6851208 1.352648, 103.6851301 1.352633, 103.6851732 1.3525643, 103.6847201 1.3522804, 103.6846711 1.3523585, 103.6846918 1.3523715, 103.6846714 1.3524041, 103.6847102 1.3524285, 103.6847328 1.3523925, 103.6848563 1.3524699, 103.6847478 1.352643, 103.6850366 1.352824))",,,,,yes,Block 46,,,"[4226154904, 4226154898, 4226154891, 4226154888, 4226154894, 4226154892, 4226154889, 4226154884, 4226154885, 7951546635, 7951546636, 7951546637, 7951546638, 4226154887, 4226154893, 4226154904]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518158348,"POLYGON ((103.6854246 1.3526882, 103.6854419 1.3526742, 103.6854663 1.3527043, 103.6856437 1.3525611, 103.6856803 1.3525316, 103.6856544 1.3524995, 103.6856326 1.3525171, 103.6854804 1.3523285, 103.6855018 1.3523112, 103.6854635 1.3522637, 103.6854279 1.3522924, 103.6853987 1.3522563, 103.6853609 1.3522868, 103.6853489 1.352272, 103.6853393 1.3522798, 103.6852877 1.3523214, 103.6852779 1.3523294, 103.6852898 1.3523441, 103.6852505 1.3523759, 103.6852837 1.352417, 103.6852526 1.3524421, 103.6852838 1.3524807, 103.6852676 1.3524938, 103.6853542 1.352601, 103.6854246 1.3526882))",,,639811,Nanyang Avenue,yes,,,,"[5055111284, 7951546630, 7951546629, 5055111285, 7951546622, 7951546623, 7951546624, 7951546627, 7951546625, 7951546626, 7951546628, 5055111286, 7951546620, 7951546618, 7951546614, 7951546617, 7951546619, 7951546621, 5055111287, 5055111288, 5055111289, 5055111290, 5055111291, 4226154890, 5055111284]",,,,,24,,,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518497755,"POLYGON ((103.6880785 1.3545423, 103.6882022 1.3546043, 103.6883664 1.3542771, 103.6882428 1.354215, 103.6881334 1.3544329, 103.6880785 1.3545423))",restaurant,,636959,64 Nanyang Crescent,yes,North Hill Food Court,Mo-Su 07:00-20:00,,"[5057666415, 5057666416, 5057666417, 5057666418, 5057666419, 5057666415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518584449,"POLYGON ((103.6874334 1.3531545, 103.6875354 1.3532519, 103.6875858 1.3531992, 103.6875627 1.3531777, 103.6876145 1.353126, 103.6875296 1.3530461, 103.6875906 1.3529856, 103.687551 1.3529495, 103.687596 1.352909, 103.6875041 1.3528169, 103.6874593 1.3528642, 103.687481 1.3528871, 103.6874285 1.3529437, 103.6875126 1.3530301, 103.6874625 1.3530825, 103.6874844 1.3531024, 103.6874334 1.3531545))",,,,,yes,,,,"[5058345991, 5058345992, 5058345993, 5058345995, 5058345996, 5058345999, 5058346000, 5058346001, 5058346004, 5058346005, 5058346006, 5058346003, 5058346002, 5058345997, 5058345998, 5058345994, 5058345991]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518584450,"POLYGON ((103.6878293 1.3521945, 103.6878618 1.3522364, 103.6879058 1.3522039, 103.6879409 1.3522502, 103.6880261 1.352188, 103.6880663 1.3522352, 103.6881052 1.3522076, 103.68815 1.3522659, 103.6882444 1.3521977, 103.6882787 1.3522426, 103.6883136 1.352219, 103.6883536 1.3522701, 103.6884411 1.3522015, 103.6884685 1.3522356, 103.6885061 1.3522071, 103.6885535 1.3522619, 103.6884342 1.3523589, 103.6884059 1.352324, 103.6883809 1.3523455, 103.6883427 1.3522973, 103.6882476 1.3523641, 103.6882172 1.3523249, 103.6881805 1.352349, 103.6881319 1.3522833, 103.6880333 1.3523561, 103.6880041 1.3523206, 103.6879761 1.3523418, 103.6879318 1.3522909, 103.6878264 1.3523623, 103.6877969 1.3523241, 103.6877587 1.3523515, 103.6877109 1.3522865, 103.6878293 1.3521945))",,,,,yes,,,,"[5058346421, 5058346422, 5058346423, 5058346424, 5058346425, 5058346426, 5058346427, 5058346428, 5058346429, 5058346430, 5058346431, 5058346432, 5058346433, 5058346434, 5058346435, 5058346436, 5058346437, 5058346438, 5058346439, 5058346440, 5058346441, 5058346442, 5058346443, 5058346444, 5058346445, 5058346446, 5058346447, 5058346448, 5058346449, 5058346450, 5058346451, 5058346452, 5058346421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518584451,"POLYGON ((103.6874601 1.3515604, 103.6875015 1.3515937, 103.6874681 1.351637, 103.6875137 1.351673, 103.6874499 1.3517569, 103.6874963 1.351798, 103.6874679 1.3518364, 103.6875254 1.3518823, 103.6874554 1.3519754, 103.6874996 1.3520105, 103.6874753 1.352045, 103.6875257 1.3520859, 103.6874553 1.352172, 103.6874889 1.3522001, 103.6874597 1.3522371, 103.6875136 1.3522855, 103.6876129 1.3521682, 103.6875786 1.3521392, 103.6876006 1.3521147, 103.6875531 1.3520755, 103.6876217 1.3519818, 103.6875831 1.3519506, 103.6876079 1.3519144, 103.6875431 1.3518645, 103.6876178 1.3517674, 103.6875829 1.3517376, 103.6876047 1.3517099, 103.6875546 1.3516647, 103.687628 1.3515607, 103.6875904 1.3515305, 103.6876185 1.3514929, 103.6875545 1.3514438, 103.6874601 1.3515604))",,,,,yes,,,,"[5058346453, 5058346454, 5058346455, 5058346456, 5058346457, 5058346458, 5058346459, 5058346460, 5058346461, 5058346462, 5058346463, 5058346464, 5058346465, 5058346466, 5058346467, 5058346468, 5058346469, 5058346470, 5058346471, 5058346472, 5058346473, 5058346474, 5058346475, 5058346476, 5058346477, 5058346478, 5058346479, 5058346480, 5058346481, 5058346482, 5058346483, 5058346484, 5058346453]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518584452,"POLYGON ((103.6871077 1.3523886, 103.6872088 1.3522902, 103.6871579 1.352238, 103.6871355 1.3522603, 103.6870858 1.3522066, 103.6870028 1.3522886, 103.6869445 1.3522255, 103.686907 1.3522637, 103.6868681 1.3522173, 103.6867728 1.3523058, 103.6868185 1.3523523, 103.6868421 1.3523314, 103.6868968 1.3523859, 103.6869862 1.3523049, 103.6870368 1.3523569, 103.6870575 1.3523358, 103.6871077 1.3523886))",,,,,yes,,,,"[5058346485, 5058346486, 5058346487, 5058346488, 5058346489, 5058346490, 5058346491, 5058346492, 5058346493, 5058346494, 5058346495, 5058346496, 5058346497, 5058346498, 5058346499, 5058346500, 5058346485]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518584453,"POLYGON ((103.6873072 1.3515539, 103.6872661 1.3515873, 103.6872996 1.3516305, 103.6872541 1.3516668, 103.6873183 1.3517504, 103.687272 1.3517917, 103.6873006 1.3518299, 103.6872433 1.351876, 103.6873137 1.3519689, 103.6872696 1.3520041, 103.687294 1.3520385, 103.6872361 1.3520874, 103.6871474 1.3519759, 103.6871858 1.3519446, 103.6871609 1.3519085, 103.6872255 1.3518584, 103.6871504 1.3517616, 103.6871852 1.3517316, 103.6871633 1.351704, 103.6872132 1.3516585, 103.6871394 1.3515549, 103.6871768 1.3515245, 103.6871486 1.351487, 103.6872124 1.3514377, 103.6873072 1.3515539))",,,,,yes,,,,"[5058346501, 5058346502, 5058346503, 5058346504, 5058346505, 5058346506, 5058346507, 5058346508, 5058346509, 5058346510, 5058346511, 5058346512, 5058346513, 5058346514, 5058346515, 5058346516, 5058346517, 5058346518, 5058346519, 5058346520, 5058346621, 5058346622, 5058346623, 5058346624, 5058346501]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518584454,"POLYGON ((103.6873179 1.3531233, 103.6872758 1.3530909, 103.6873083 1.3530469, 103.6872619 1.3530118, 103.6873239 1.3529266, 103.6872767 1.3528865, 103.6873043 1.3528475, 103.6872458 1.3528029, 103.6873138 1.3527083, 103.6872689 1.3526742, 103.6872924 1.3526392, 103.6872412 1.3525993, 103.6872107 1.3526318, 103.68719 1.3526157, 103.6872193 1.3525799, 103.6871434 1.3525198, 103.6871181 1.3525517, 103.6870651 1.3525074, 103.6869723 1.3526189, 103.6870381 1.3526701, 103.6870635 1.3526391, 103.6871301 1.3526909, 103.6871777 1.3526365, 103.6871937 1.3526483, 103.6871474 1.3527054, 103.6871866 1.3527358, 103.6871626 1.3527725, 103.6872285 1.352821, 103.6871558 1.3529197, 103.6871914 1.3529488, 103.6871702 1.3529769, 103.6872212 1.3530211, 103.68715 1.3531266, 103.6871882 1.353156, 103.6871609 1.3531942, 103.687226 1.3532419, 103.6873179 1.3531233))",,,,,yes,,,,"[5058346625, 5058346626, 5058346627, 5058346628, 5058346629, 5058346630, 5058346631, 5058346632, 5058346633, 5058346634, 5058346635, 5058346636, 5058346660, 5058346659, 5058346637, 5058346638, 5058346639, 5058346656, 5058346655, 5058346640, 5058346641, 5058346657, 5058346658, 5058346642, 5058346643, 5058346644, 5058346645, 5058346646, 5058346647, 5058346648, 5058346649, 5058346650, 5058346651, 5058346652, 5058346653, 5058346654, 5058346625]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518953435,"POLYGON ((103.6850888 1.3517394, 103.6851744 1.351712, 103.6850104 1.3512003, 103.6849235 1.3512281, 103.6849952 1.3514517, 103.68489 1.3514854, 103.6848116 1.3512408, 103.6847269 1.3512679, 103.684831 1.351593, 103.6850222 1.3515317, 103.6850888 1.3517394))",,,,,yes,Block 43,,,"[5061266122, 5061266123, 5061266124, 5061266125, 5061266126, 5061266129, 5061266130, 5061266131, 5061266128, 5061266127, 5061266122]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518953436,"POLYGON ((103.6845974 1.3506607, 103.6846863 1.3506086, 103.6849472 1.3510529, 103.6848564 1.3511062, 103.6847395 1.3509071, 103.6846445 1.3509628, 103.6847754 1.3511858, 103.6847041 1.3512276, 103.6845328 1.3509358, 103.6847009 1.3508371, 103.6845974 1.3506607))",,,,,yes,Block 42,,,"[5061266132, 5061266133, 5061266134, 5061266135, 5061266136, 5061266137, 5061266138, 5061266139, 5061266140, 5061266141, 5061266132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518953437,"POLYGON ((103.6846472 1.3502994, 103.6845437 1.3503549, 103.6844674 1.3502169, 103.6843871 1.3502603, 103.6845683 1.350581, 103.6846486 1.3505369, 103.6845873 1.3504288, 103.6846782 1.350379, 103.6850151 1.3506601, 103.6850747 1.3505874, 103.6847335 1.3503004, 103.6847417 1.3502852, 103.6846964 1.3502468, 103.6846472 1.3502994))",,,,,yes,Block 41,,,"[5061266142, 5061266151, 5061266152, 5061266147, 5061266150, 5061266149, 5061266148, 5061266146, 5061266143, 5061266144, 7951463508, 7951463509, 5061266145, 5061266142]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518953944,"POLYGON ((103.6820049 1.3528439, 103.6821532 1.3529511, 103.6821323 1.35298, 103.6821132 1.353006, 103.6822223 1.3530853, 103.6822385 1.3530621, 103.6822602 1.3530285, 103.6824989 1.3532002, 103.6826144 1.3530501, 103.6825142 1.3529752, 103.6825775 1.352894, 103.6821777 1.352605, 103.6820049 1.3528439))",,,,,yes,,,,"[5304163945, 5304163946, 5272268508, 5304163947, 5304163948, 5272268507, 5304163949, 5304163950, 5061271389, 5061271388, 5061271382, 5061271383, 5304163945]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518953945,"POLYGON ((103.682296 1.3533336, 103.6825047 1.3534941, 103.6825547 1.3534291, 103.6823894 1.353302, 103.6824172 1.3532654, 103.6824515 1.3532902, 103.6824968 1.3532282, 103.6824119 1.3531661, 103.682296 1.3533336))",,,,,yes,,,,"[5304163953, 5061271392, 5061271393, 5061271395, 5061271396, 5061271398, 5304163951, 5304163952, 5304163953]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518953946,"POLYGON ((103.6834716 1.3541021, 103.6834823 1.3542362, 103.6836915 1.3543747, 103.68389 1.3540822, 103.6835574 1.3538594, 103.6835126 1.3539197, 103.6835076 1.3540267, 103.6835681 1.3540659, 103.683611 1.3540053, 103.6837613 1.3541052, 103.6836639 1.3542492, 103.6835708 1.3541866, 103.6835637 1.3540941, 103.6834716 1.3541021))",,,,,yes,Blk 72,,,"[5061271399, 5061271400, 5061271401, 5061271402, 5061271403, 5061271404, 5061271405, 5061271406, 5061271407, 5061271408, 5061271409, 5061271410, 5061271411, 5061271399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518953947,"POLYGON ((103.6830978 1.353842, 103.6831085 1.3539761, 103.6833177 1.3541146, 103.6835161 1.3538221, 103.6831836 1.3535994, 103.6831388 1.3536596, 103.6831338 1.3537666, 103.6831943 1.3538058, 103.6832372 1.3537453, 103.6833875 1.3538451, 103.6832901 1.3539891, 103.683197 1.3539265, 103.6831899 1.353834, 103.6830978 1.353842))",,,,,yes,Blk 71,,,"[5061271412, 5061271413, 5061271414, 5061271415, 5061271416, 5061271417, 5061271418, 5061271419, 5061271420, 5061271421, 5061271422, 5061271423, 5061271424, 5061271412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518953948,"POLYGON ((103.6828091 1.3537424, 103.6826977 1.3536669, 103.6826803 1.3534166, 103.6830327 1.3533882, 103.6830626 1.3537873, 103.6829881 1.3537965, 103.6828925 1.3537482, 103.6828882 1.3536762, 103.682962 1.3536688, 103.6829492 1.3534888, 103.6827759 1.3535025, 103.6827845 1.3536144, 103.6828615 1.3536661, 103.6828091 1.3537424))",,,,,yes,Blk 70,,,"[5061271425, 5061271426, 5061271427, 5061271428, 5061271429, 5061271430, 5061271431, 5061271432, 5061271433, 5061271434, 5061271435, 5061271436, 5061271437, 5061271425]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518953949,"POLYGON ((103.6827138 1.3529891, 103.6826221 1.3530874, 103.6826609 1.3533353, 103.6830107 1.3532845, 103.682951 1.3528888, 103.6828763 1.3528964, 103.6827939 1.3529648, 103.6828057 1.3530359, 103.6828793 1.3530267, 103.6829069 1.353205, 103.6827349 1.3532303, 103.6827184 1.3531193, 103.6827819 1.3530517, 103.6827138 1.3529891))",,,,,yes,Blk 69,,,"[5061271438, 5061271439, 5061271440, 5061271441, 5061271442, 5061271443, 5061271444, 5061271445, 5061271446, 5061271447, 5061271448, 5061271449, 5061271450, 5061271438]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519191752,"POLYGON ((103.6823342 1.3524566, 103.6821484 1.3523111, 103.6823127 1.352087, 103.6826912 1.3523887, 103.6825515 1.3525822, 103.6824881 1.3525351, 103.6825809 1.3524125, 103.6825305 1.3523724, 103.6824972 1.3524174, 103.6824215 1.3523574, 103.6824566 1.3523128, 103.6823253 1.3522069, 103.6822638 1.3522921, 103.6823873 1.3523888, 103.6823342 1.3524566))",,,,,yes,Blk 67,,,"[5063224591, 5063224592, 5063224593, 5063224594, 5063224595, 5063224596, 5063224597, 5063224598, 5063224599, 5063224600, 5063224601, 5063224602, 5063224603, 5063224604, 5063224591]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519191753,"POLYGON ((103.6821423 1.3522049, 103.6819956 1.3523897, 103.6817725 1.3522241, 103.6820767 1.3518476, 103.6822694 1.3519885, 103.6822219 1.3520516, 103.6820998 1.351958, 103.6820594 1.3520081, 103.6821042 1.3520418, 103.6820436 1.352117, 103.6819993 1.3520816, 103.6818925 1.3522123, 103.6819774 1.3522742, 103.6820748 1.3521514, 103.6821423 1.3522049))",,,,,yes,Blk 66,,,"[5063224605, 5063224606, 5063224607, 5063224608, 5063224609, 5063224610, 5063224611, 5063224612, 5063224613, 5063224614, 5063224615, 5063224616, 5063224617, 5063224618, 5063224605]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519191754,"POLYGON ((103.682685 1.3524834, 103.6828339 1.3523003, 103.683055 1.3524686, 103.6827464 1.3528414, 103.6825554 1.3526982, 103.6826037 1.3526357, 103.6827246 1.3527307, 103.6827656 1.3526811, 103.6827212 1.352647, 103.6827826 1.3525724, 103.6828266 1.3526084, 103.6829349 1.352479, 103.6828508 1.352416, 103.6827518 1.3525377, 103.682685 1.3524834))",,,,,yes,Blk 68,,,"[5063224619, 5063224620, 5063225321, 5063225322, 5063225323, 5063225324, 5063225325, 5063225326, 5063225327, 5063225328, 5063225329, 5063225330, 5063225331, 5063225332, 5063224619]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519191755,"POLYGON ((103.6817947 1.3526539, 103.6816524 1.3528421, 103.6814255 1.3526817, 103.6817207 1.3522983, 103.6819167 1.3524346, 103.6818706 1.3524988, 103.6817464 1.3524081, 103.6817072 1.3524591, 103.6817527 1.3524917, 103.681694 1.3525683, 103.6816489 1.352534, 103.6815452 1.3526671, 103.6816314 1.3527271, 103.681726 1.352602, 103.6817947 1.3526539))",,,,,yes,Blk 65,,,"[5063225333, 5063225334, 5063225335, 5063225336, 5063225337, 5063225338, 5063225339, 5063225340, 5063225341, 5063225342, 5063225343, 5063225344, 5063225345, 5063225346, 5063225333]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519191756,"POLYGON ((103.6818075 1.3528936, 103.6818799 1.3529484, 103.6820422 1.3527325, 103.6818589 1.3525948, 103.6818017 1.3526718, 103.6819149 1.3527535, 103.6818075 1.3528936))",,,,,yes,Blk 65A,,,"[5063225347, 5063225348, 5063225349, 5063225350, 5063225351, 5063225352, 5063225347]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519191758,"POLYGON ((103.6808581 1.3520421, 103.6809234 1.3519872, 103.6811909 1.3523053, 103.6811257 1.3523602, 103.6808581 1.3520421))",,,,,yes,Blk 61,,,"[5063225362, 5063225363, 5063225364, 5063225365, 5063225362]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519191759,"POLYGON ((103.6813178 1.3523892, 103.681381 1.3523342, 103.6812759 1.3522231, 103.6814981 1.3520318, 103.6815697 1.3521026, 103.6816245 1.3520514, 103.6814666 1.3519017, 103.6814087 1.3519491, 103.6814409 1.3519801, 103.681163 1.3522205, 103.6813178 1.3523892))",,,,,yes,Blk 62,,,"[5063225366, 5063225367, 5063225368, 5063225369, 5063225370, 5063225371, 5063225372, 5063225373, 5063225374, 5063225375, 5063225366]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519191760,"POLYGON ((103.6810838 1.3519164, 103.6812323 1.3517815, 103.6810456 1.3515753, 103.6809226 1.3516877, 103.6809591 1.351738, 103.6809868 1.35179, 103.6809987 1.3518309, 103.6810838 1.3519164))",,,,,yes,,,,"[5063225376, 5063225387, 5063225377, 5063225378, 5063225381, 5063225379, 5063225380, 5063225376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519191761,"POLYGON ((103.6809398 1.3519597, 103.6810664 1.3521239, 103.6814136 1.3518446, 103.6811009 1.3514906, 103.6810273 1.3515542, 103.6810456 1.3515753, 103.6812323 1.3517815, 103.6812816 1.3518367, 103.6810797 1.3519987, 103.6810087 1.35191, 103.6809398 1.3519597))",,,,,yes,Blk 63,,,"[5063225382, 5063225383, 5063225384, 5063225385, 5063225386, 5063225377, 5063225387, 5063225388, 5063225389, 5063225390, 5063225382]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,526664599,"POLYGON ((103.6803695 1.3495188, 103.6804018 1.349519, 103.680404 1.3491949, 103.6804046 1.3491205, 103.6804049 1.3490765, 103.6803726 1.3490763, 103.6803695 1.3495188))",,,,,yes,,,,"[4094603270, 5121226568, 4094603268, 4094603267, 5121226567, 4094603263, 4094603270]",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,533741380,"POLYGON ((103.6807108 1.3450545, 103.6807221 1.3450503, 103.6807317 1.3450442, 103.6807393 1.3450315, 103.6807388 1.3450033, 103.6807315 1.3449909, 103.680721 1.3449827, 103.6807109 1.3449774, 103.6806842 1.3449774, 103.6806832 1.3445803, 103.6807216 1.3446063, 103.6808437 1.3444838, 103.6807437 1.3443822, 103.6806754 1.3444364, 103.6806754 1.3444093, 103.680604 1.3442822, 103.6805745 1.3443117, 103.6806391 1.3444298, 103.6806398 1.344515, 103.6806435 1.3449774, 103.6806039 1.3449774, 103.6806042 1.3450551, 103.6807108 1.3450545))",,,,,university,North Spine,,,"[4965046849, 5177723774, 5177723772, 5177723770, 5177723769, 5177723771, 5177723773, 5177723775, 5177723776, 4965046851, 4965046853, 4965046857, 4965046858, 5177709901, 4965046855, 4965046854, 4965046856, 4965046852, 5304283104, 5177723778, 5177723777, 4965046850, 4965046849]",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,533743289,"POLYGON ((103.6785496 1.3446651, 103.6784508 1.3449247, 103.6783147 1.344873, 103.6782894 1.3449389, 103.6785077 1.3449369, 103.6788676 1.3449336, 103.6789236 1.3449331, 103.6789253 1.3448405, 103.678699 1.34484, 103.6787013 1.3447306, 103.6786097 1.344691, 103.6785496 1.3446651))",,,,,university,,,,"[5177742176, 4078239342, 5266262819, 5177742179, 1301738689, 5177742185, 5177742186, 5177742189, 5177742178, 5177742177, 246167798, 5177742176]",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,535570083,"POLYGON ((103.6891154 1.3511027, 103.6891118 1.3510335, 103.6890936 1.3510128, 103.6891265 1.3509823, 103.689204 1.3509811, 103.6892035 1.3508912, 103.6891019 1.3508081, 103.6891015 1.350742, 103.6890402 1.3507419, 103.6889832 1.3507982, 103.6890146 1.3508283, 103.6889796 1.350861, 103.6889469 1.350834, 103.6888606 1.3508625, 103.6888606 1.350932, 103.6888839 1.350952, 103.6888687 1.3509766, 103.6887742 1.3509866, 103.6887758 1.3510638, 103.6888787 1.3511581, 103.688879 1.3512176, 103.6889519 1.3512165, 103.6889515 1.3512053, 103.6889944 1.3511646, 103.6890577 1.3511035, 103.6891154 1.3511027))",,,,,yes,,,,"[5190755762, 5190755763, 5190755764, 5190755765, 5190755766, 5190755767, 5190755768, 5190755769, 5190755770, 5190755771, 5190755772, 5190755773, 5190755774, 5190755775, 5190755776, 5190755777, 5190755778, 5190755779, 5190755780, 5190755781, 5190755782, 5190755783, 5190755784, 5190755785, 5190755786, 5190755762]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,535570087,"POLYGON ((103.6890851 1.3531018, 103.6891675 1.3532057, 103.6892547 1.3531208, 103.6892862 1.3531252, 103.6893185 1.3530379, 103.6892835 1.3530314, 103.6893955 1.3526855, 103.6893332 1.3526674, 103.6892058 1.3529845, 103.689191 1.3529959, 103.6891622 1.3529603, 103.689128 1.3529918, 103.6891602 1.3530314, 103.6890851 1.3531018))",,Singapore,637034,94 Nanyang Crescent,yes,Learning Vision NTU,,,"[5190756126, 5190756127, 5190756128, 5190756129, 5190756130, 5190756131, 5190756132, 5190756133, 5190756134, 5190756135, 5190756136, 5190756137, 5190756138, 5190756126]",,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,535570088,"POLYGON ((103.6869847 1.3485551, 103.6869456 1.3484916, 103.6869421 1.3484255, 103.6869187 1.3483874, 103.6868557 1.348357, 103.6868176 1.3482843, 103.686813 1.3481751, 103.6867632 1.3481969, 103.6867317 1.3481348, 103.6868303 1.3480825, 103.6868463 1.348107, 103.6868891 1.3480469, 103.6869342 1.3480246, 103.687005 1.3480142, 103.6870168 1.3480364, 103.6870339 1.3480685, 103.6870085 1.3480873, 103.6869792 1.3480758, 103.686953 1.3480827, 103.6868825 1.3481647, 103.6869095 1.3482109, 103.6869041 1.3482586, 103.6869241 1.3482941, 103.6869781 1.3483307, 103.68704 1.3484302, 103.6870289 1.3484624, 103.6870535 1.3485043, 103.6870666 1.3484985, 103.6870809 1.3485293, 103.6870998 1.3485216, 103.6871194 1.3485679, 103.6870793 1.3485871, 103.6870701 1.3486121, 103.6870012 1.3486518, 103.6869792 1.3485998, 103.6869847 1.3485551))",,,,,yes,Blk 32,,,"[5190756139, 5190756140, 5190756141, 5190756142, 5190756143, 5190756144, 5190756145, 5190756146, 5190756147, 5190756148, 5190756149, 5190756150, 5190756151, 5190756152, 5244293098, 5190756153, 5190756154, 5190756155, 5190756156, 5190756157, 5190756158, 5190756172, 5190756159, 5190756160, 5190756161, 5190756162, 5190756163, 5244293099, 5244293101, 5244293100, 5244293102, 5190756168, 5190756169, 5190756170, 5190756171, 5190756139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,535570089,"POLYGON ((103.687327 1.3480331, 103.6873261 1.3480584, 103.687348 1.3480963, 103.6874023 1.3481543, 103.6874554 1.3481778, 103.6875211 1.3482779, 103.6874903 1.3483791, 103.6875416 1.3483557, 103.6875709 1.3484215, 103.6874861 1.3484586, 103.6874725 1.3484292, 103.687412 1.348506, 103.6873666 1.3485275, 103.6872955 1.3485367, 103.6872676 1.348482, 103.6872933 1.3484635, 103.6873224 1.3484756, 103.6873487 1.3484691, 103.6874082 1.348429, 103.6874426 1.3483497, 103.6874395 1.3483001, 103.68741 1.3482475, 103.6872762 1.3481483, 103.6872542 1.3481135, 103.687237 1.3480775, 103.6871922 1.3480985, 103.6871552 1.3480334, 103.6872059 1.3480069, 103.6872175 1.3479839, 103.6872498 1.3479632, 103.6873114 1.3479517, 103.6873313 1.3479936, 103.687327 1.3480331))",,,,,yes,Blk 33,,,"[5190756173, 5190756174, 5190756175, 5190756176, 5190756177, 5190756178, 5190756179, 5190756180, 5190756181, 5190756182, 5190756183, 5190756184, 5190756185, 5244293105, 5244293106, 5244293107, 5244293108, 5244293109, 5244293110, 5244293118, 5244293119, 5244293120, 5244293117, 5244293116, 5244293115, 5244293114, 5244293113, 5244293112, 5190756201, 5190756202, 5190756203, 5190756204, 5190756173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
